"","family","genus","binomial","authority","year","number_of_synonyms","number_of_unique_synonyms","commonname","inCSchallenge","common_synonyms_from_HerpMapper","mivs"
"1903","Lamprophiidae","Pseudoboodon","Pseudoboodon lemniscatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,9,5,"Banded Snake",0,"","no"
"1904","Viperidae","Pseudocerastes","Pseudocerastes fieldi","SCHMIDT",1930,9,3,"Field's Horned Viper",0,"","yes"
"1905","Viperidae","Pseudocerastes","Pseudocerastes persicus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,12,4,"Perisan Horned Viper",0,"","yes"
"1906","Colubridae","Eirenis","Eirenis persicus","ANDERSON",1872,24,11,"",0,"","no"
"1907","Colubridae","Pseudoeryx","Pseudoeryx plicatilis","LINNAEUS",1758,23,11,"South American Pond Snake",0,"","no"
"1908","Colubridae","Pseudoficimia","Pseudoficimia frontalis","COPE",1864,11,6,"False Ficimia",0,"","no"
"1909","Elapidae","Pseudohaje","Pseudohaje goldii","BOULENGER",1895,12,4,"Gold's Tree Cobra",0,"","yes"
"1910","Elapidae","Pseudohaje","Pseudohaje nigra","GÜNTHER",1858,7,2,"Hoodless Cobra",0,"","yes"
"1911","Colubridae","Pseudoleptodeira","Pseudoleptodeira latifasciata","GÜNTHER",1894,7,2,"False Cat-eyed Snake",0,"","no"
"1912","Colubridae","Leptodeira","Leptodeira uribei","BAUTISTA & SMITH",1992,5,1,"",0,"","no"
"1913","Elapidae","Pseudonaja","Pseudonaja affinis","GÜNTHER",1872,19,5,"Dugite",0,"","yes"
"1914","Elapidae","Pseudonaja","Pseudonaja guttata","PARKER",1926,9,2,"Speckled Brown Snake",0,"","yes"
"1915","Elapidae","Pseudonaja","Pseudonaja inframacula","WAITE",1925,10,4,"",0,"","yes"
"1916","Elapidae","Pseudonaja","Pseudonaja ingrami","BOULENGER",1908,8,3,"Ingram's Brown Snake",0,"","yes"
"1917","Elapidae","Pseudonaja","Pseudonaja modesta","GÜNTHER",1872,13,8,"Ringed Brown Snake",0,"","yes"
"1918","Elapidae","Pseudonaja","Pseudonaja nuchalis","GÜNTHER",1858,15,7,"Northern Brown Snake",0,"","yes"
"1919","Elapidae","Pseudonaja","Pseudonaja textilis","DUMÉRIL, BIBRON  & DUMÉRIL",1854,22,18,"Eastern Brown Snake",1,"","yes"
"1920","Colubridae","Pseudorabdion","Pseudorabdion albonuchalis","GÜNTHER",1896,7,3,"",0,"","no"
"1921","Colubridae","Pseudorabdion","Pseudorabdion ater","TAYLOR",1922,5,2,"",0,"","no"
"1922","Colubridae","Pseudorabdion","Pseudorabdion collaris","MOCQUARD",1892,6,3,"Common Collared Snake",0,"","no"
"1923","Colubridae","Pseudorabdion","Pseudorabdion eiselti","INGER & LEVITON",1961,5,0,"",0,"","no"
"1924","Colubridae","Pseudorabdion","Pseudorabdion torquatum","DUMÉRIL, BIBRON & DUMÉRIL",1854,4,2,"",0,"","no"
"1925","Colubridae","Pseudorabdion","Pseudorabdion mcnamarae","TAYLOR",1917,9,4,"",0,"","no"
"1926","Colubridae","Pseudorabdion","Pseudorabdion montanum","LEVITON & BROWN",1959,4,0,"",0,"","no"
"1927","Colubridae","Pseudorabdion","Pseudorabdion oxycephalum","GÜNTHER",1858,9,4,"GÃ¼nther's Dwarf Reed Snake",0,"","no"
"1928","Colubridae","Pseudorabdion","Pseudorabdion sarasinorum","MÜLLER",1895,5,1,"",0,"","no"
"1929","Colubridae","Pseudorabdion","Pseudorabdion saravacense","SHELFORD",1901,7,2,"",0,"","no"
"1930","Colubridae","Pseudorabdion","Pseudorabdion talonuran","BROWN, LEVITON & SISON",1999,5,1,"",0,"","no"
"1931","Colubridae","Pseudorabdion","Pseudorabdion taylori","LEVITON & BROWN",1959,4,0,"",0,"","no"
"1932","Colubridae","Pseudotomodon","Pseudotomodon trigonatus","LEYBOLD",1873,12,4,"False Tomodon Snake",0,"","no"
"1933","Uropeltidae","Rhinophis","Rhinophis saffragamus","KELAART",1853,21,9,"",0,"","no"
"1934","Colubridae","Pseudoxenodon","Pseudoxenodon bambusicola","VOGT",1922,8,2,"Bamboo Snake",0,"","no"
"1935","Colubridae","Pseudoxenodon","Pseudoxenodon baramensis","SMITH",1921,2,1,"Baramen Bamboo Snake",0,"","no"
"1936","Colubridae","Pseudoxenodon","Pseudoxenodon inornatus","BOIE",1827,17,5,"Dull Bamboo Snake",0,"","no"
"1937","Colubridae","Pseudoxenodon","Pseudoxenodon karlschmidti","POPE",1928,19,4,"Chinese Bamboo Snake",0,"","no"
"1938","Colubridae","Pseudoxenodon","Pseudoxenodon macrops","BLYTH",1855,21,8,"Big-eyed Bamboo Snake",0,"","no"
"1939","Colubridae","Pseudoxenodon","Pseudoxenodon stejnegeri","BARBOUR",1908,17,7,"Stejneger's Bamboo Snake",1,"","no"
"1940","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus ambreensis","MOCQUARD",1894,4,0,"Ambre Brook Snake",0,"","no"
"1941","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus analabe","NUSSBAUM, ANDREONE & RAXWORTHY",1998,2,0,"",0,"","no"
"1942","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus ankafinaensis","RAXWORTHY & NUSSBAUM",1994,3,0,"",0,"","no"
"1943","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus heterurus","JAN",1863,5,1,"Night Brook Snake",0,"","no"
"1944","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus imerinae","GÜNTHER",1890,6,2,"Plateau Brook Snake",0,"","no"
"1945","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus kely","RAXWORTHY & NUSSBAUM",1994,3,0,"",0,"","no"
"1946","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus microps","GÜNTHER",1881,6,0,"Brown Brook Snake",0,"","no"
"1947","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus oblectator","CADLE",1999,2,0,"",0,"","no"
"1948","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus quinquelineatus","GÜNTHER",1881,6,1,"Striped Brook Snake",0,"","no"
"1949","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus sokosoko","RAXWORTHY & NUSSBAUM",1994,4,0,"",0,"","no"
"1950","Lamprophiidae","Pseudoxyrhopus","Pseudoxyrhopus tritaeniatus","MOCQUARD",1894,5,1,"",0,"","no"
"1951","Colubridae","Phrynonax","Phrynonax poecilonotus","GÜNTHER",1858,22,8,"Puffing Snake",1,"Pseustes poecilonotus","no"
"1952","Colubridae","Phrynonax","Phrynonax shropshirei","BARBOUR & AMARAL",1924,8,2,"Shropshire's Puffing Snake",0,"Pseustes shropshirei","no"
"1953","Colubridae","Spilotes","Spilotes sulphureus","WAGLER",1824,19,9,"",0,"","no"
"1954","Colubridae","Psomophis","Psomophis genimaculatus","BOETTGER",1885,9,4,"Spirit Ground Snake",0,"","no"
"1955","Colubridae","Psomophis","Psomophis joberti","SAUVAGE",1884,7,3,"Jobert's Ground Snake",0,"","no"
"1956","Colubridae","Psomophis","Psomophis obtusus","COPE",1863,9,3,"Wide Ground Snake",0,"","no"
"1957","Colubridae","Ptyas","Ptyas carinata","GÜNTHER",1858,17,5,"Keeled Rat Snake",0,"Zaocys carinatus","no"
"1958","Colubridae","Ptyas","Ptyas dhumnades","CANTOR",1842,14,5,"Big-eyed Rat Snake",0,"Zaocys dhumnades","no"
"1959","Colubridae","Ptyas","Ptyas dipsas","SCHLEGEL",1837,7,4,"Sulawesi Black Racer",0,"","no"
"1960","Colubridae","Ptyas","Ptyas fusca","GÜNTHER",1858,13,5,"White-bellied Rat Snake",0,"Zaocys fuscus","no"
"1961","Colubridae","Ptyas","Ptyas korros","SCHLEGEL",1837,18,4,"Indian Rat Snake",0,"","no"
"1962","Colubridae","Ptyas","Ptyas luzonensis","GÜNTHER",1873,8,1,"Smooth-scaled Mountain Rat Snake",0,"","no"
"1963","Colubridae","Ptyas","Ptyas mucosa","LINNAEUS",1758,25,10,"Oriental Rat Snake",1,"","no"
"1964","Colubridae","Ptyas","Ptyas nigromarginata","BLYTH",1854,13,4,"Black-bordered Rat Snake",0,"Zaocys nigromarginatus","no"
"1965","Colubridae","Ptychophis","Ptychophis flavovirgatus","GOMES",1915,5,2,"Fanged Water Snake",0,"","no"
"1966","Pythonidae","Python","Python anchietae","BOCAGE",1887,6,1,"Angolan Python",0,"","no"
"1967","Pythonidae","Python","Python curtus","SCHLEGEL",1872,11,2,"Blood Python",0,"","no"
"1968","Pythonidae","Python","Python molurus","LINNAEUS",1758,22,11,"Indian Python",1,"","no"
"1969","Pythonidae","Python","Python regius","SHAW",1802,11,4,"Ball Python",0,"","no"
"1970","Pythonidae","Malayopython","Malayopython reticulatus","SCHNEIDER",1801,22,10,"Reticulated Python",1,"Python reticulatus","no"
"1971","Pythonidae","Python","Python sebae","GMELIN",1789,18,8,"African Rock Python",1,"Python natalensis","no"
"1972","Pythonidae","Malayopython","Malayopython timoriensis","PETERS",1876,13,8,"Timor Python",0,"Python timoriensis","no"
"1973","Lamprophiidae","Pythonodipsas","Pythonodipsas carinata","GÜNTHER",1868,7,0,"Western Keeled Snake",0,"","no"
"1974","Colubridae","Rabdion","Rabdion forsteni","DUMÉRIL, BIBRON  & DUMÉRIL",1854,6,2,"",0,"","no"
"1975","Typhlopidae","Ramphotyphlops","Ramphotyphlops acuticaudus","PETERS",1877,7,2,"",0,"","no"
"1976","Typhlopidae","Anilios","Anilios affinis","BOULENGER",1889,22,9,"Small-headed Blind Snake",0,"Ramphotyphlops affinis","no"
"1977","Typhlopidae","Indotyphlops","Indotyphlops albiceps","BOULENGER",1898,10,3,"White-headed Blind Snake",0,"Ramphotyphlops albiceps","no"
"1978","Typhlopidae","Ramphotyphlops","Ramphotyphlops angusticeps","PETERS",1877,7,3,"",0,"","no"
"1979","Typhlopidae","Anilios","Anilios aspinus","COUPER, COVACEVICH, WILSON",1998,12,4,"Round-tailed Blind Snake",0,"","no"
"1980","Typhlopidae","Anilios","Anilios australis","GRAY",1845,20,10,"Southern Blind Snake",0,"Ramphotyphlops australis","no"
"1981","Typhlopidae","Anilios","Anilios batillus","WAITE",1894,17,7,"Shovel-snouted Blind Snake",0,"Ramphotyphlops batillus","no"
"1982","Typhlopidae","Anilios","Anilios bituberculatus","PETERS",1863,17,7,"Prong-snouted Blind Snake",0,"Ramphotyphlops bituberculatus","no"
"1983","Typhlopidae","Indotyphlops","Indotyphlops braminus","DAUDIN",1803,23,16,"Brahminy Blind Snake",1,"Ramphotyphlops braminus","no"
"1984","Typhlopidae","Anilios","Anilios broomi","BOULENGER",1898,19,8,"Faint-striped Blind Snake",0,"Ramphotyphlops broomi","no"
"1985","Typhlopidae","Anilios","Anilios centralis","STORR",1984,14,4,"Centralian Blind Snake",0,"Ramphotyphlops centralis","no"
"1986","Typhlopidae","Anilios","Anilios chamodracaena","INGRAM & COVACEVICH",1993,7,2,"Cape York Blind Snake",0,"","no"
"1987","Typhlopidae","Ramphotyphlops","Ramphotyphlops cumingii","GRAY",1845,13,9,"Philippine Blind Snake",0,"","no"
"1988","Typhlopidae","Ramphotyphlops","Ramphotyphlops depressus","PETERS",1880,15,7,"",0,"","no"
"1989","Typhlopidae","Anilios","Anilios diversus","WAITE",1894,10,4,"Northern Blind Snake",0,"Ramphotyphlops diversus","no"
"1990","Typhlopidae","Anilios","Anilios endoterus","WAITE",1918,12,5,"Interior Blind Snake",0,"Ramphotyphlops endoterus","no"
"1991","Typhlopidae","Anilios","Anilios erycinus","WERNER",1901,8,4,"Northern Papua Blind Snake",0,"","no"
"1992","Typhlopidae","Ramphotyphlops","Ramphotyphlops exocoeti","BOULENGER",1887,17,3,"Pale Blind Snake",0,"","no"
"1993","Typhlopidae","Ramphotyphlops","Ramphotyphlops flaviventer","PETERS",1864,7,1,"Indonesian Blind Snake",0,"","no"
"1994","Typhlopidae","Anilios","Anilios ganei","APLIN",1998,7,3," Gane's Blind Snake",0,"","no"
"1995","Typhlopidae","Anilios","Anilios grypus","WAITE",1918,16,11,"Long-beaked Blind Snake",0,"Ramphotyphlops grypus","no"
"1996","Typhlopidae","Anilios","Anilios guentheri","PETERS",1865,14,7,"Gunther's Blind Snake",0,"Ramphotyphlops guentheri","no"
"1997","Typhlopidae","Anilios","Anilios hamatus","STORR",1981,8,2,"Hooked Blind Snake",0,"Ramphotyphlops hamatus","no"
"1998","Typhlopidae","Anilios","Anilios howi","STORR",1983,8,2,"Walsh Point Blind Snake",0,"Ramphotyphlops howi","no"
"1999","Typhlopidae","Anilios","Anilios kimberleyensis","STORR",1981,8,2,"Kimberley Blind Snake",0,"Ramphotyphlops kimberleyensis","no"
"2000","Typhlopidae","Anilios","Anilios leptosomus","ROBB",1972,10,4,"",0,"","no"
"2001","Typhlopidae","Anilios","Anilios leucoproctus","BOULENGER",1889,10,3,"Island Blind Snake",0,"Ramphotyphlops leucoproctus","no"
"2002","Typhlopidae","Anilios","Anilios ligatus","PETERS",1879,12,5,"Eastern Blind Snake",0,"Ramphotyphlops ligatus","no"
"2003","Typhlopidae","Ramphotyphlops","Ramphotyphlops lineatus","SCHLEGEL",1839,19,7,"Striped Blind Snake",0,"","no"
"2004","Typhlopidae","Anilios","Anilios longissimus","APLIN",1998,7,3,"Barrow Island Blind Snake",0,"","no"
"2005","Typhlopidae","Ramphotyphlops","Ramphotyphlops lorenzi","WERNER",1909,5,1,"",0,"","no"
"2006","Typhlopidae","Anilios","Anilios margaretae","STORR",1981,7,2,"Lake Throssell Blind Snake",0,"Ramphotyphlops margaretae","no"
"2007","Gerrhopilidae","Cathetorhinus","Cathetorhinus melanocephalus","DUMÉRIL & BIBRON",1844,8,4,"",0,"","no"
"2008","Typhlopidae","Anilios","Anilios micrommus","STORR",1981,7,3,"",0,"","no"
"2009","Typhlopidae","Anilios","Anilios minimus","KINGHORN",1929,9,4,"Groote Eylandt Blind Snake",0,"Ramphotyphlops minimus","no"
"2010","Typhlopidae","Ramphotyphlops","Ramphotyphlops multilineatus","SCHLEGEL",1839,13,6,"Many-lined Blind Snake",0,"","no"
"2011","Typhlopidae","Anilios","Anilios nema","SHEA & HORNER",1997,6,2,"Nema Blind Snake",0,"","no"
"2012","Typhlopidae","Anilios","Anilios nigrescens","GRAY",1845,21,9,"Night Blind Snake",0,"Ramphotyphlops nigrescens","no"
"2013","Typhlopidae","Ramphotyphlops","Ramphotyphlops olivaceus","GRAY",1845,12,6,"Olive Blind Snake",0,"","no"
"2014","Typhlopidae","Anilios","Anilios pilbarensis","APLIN",1993,8,2,"Pilbara Blind Snake",0,"","no"
"2015","Typhlopidae","Anilios","Anilios pinguis","WAITE",1897,11,5,"Fat Blind Snake",0,"Ramphotyphlops pinguis","no"
"2016","Typhlopidae","Anilios","Anilios torresianus","BOULENGER",1889,6,3,"North East Blind Snake",0,"","no"
"2017","Typhlopidae","Anilios","Anilios proximus","WAITE",1893,11,5,"Chocolate Blind Snake",0,"Ramphotyphlops proximus","no"
"2018","Typhlopidae","Anilios","Anilios robertsi","COUPER, COVACEVICH, WILSON",1998,6,2,"Robert's Blind Snake",0,"","no"
"2019","Typhlopidae","Anilios","Anilios silvia","INGRAM & COVACEVICH",1993,8,2,"Cooloola Blind Snake",0,"","no"
"2020","Typhlopidae","Ramphotyphlops","Ramphotyphlops similis","BRONGERSMA",1934,4,1,"",0,"","no"
"2021","Typhlopidae","Anilios","Anilios splendidus","APLIN",1998,6,3,"Splendid Blind Snake",0,"","no"
"2022","Typhlopidae","Ramphotyphlops","Ramphotyphlops suluensis","TAYLOR",1918,4,1,"",0,"","no"
"2023","Typhlopidae","Ramphotyphlops","Ramphotyphlops supranasalis","BRONGERSMA",1934,5,1,"",0,"","no"
"2024","Typhlopidae","Anilios","Anilios tovelli","LOVERIDGE",1945,9,4,"Darwin Blind Snake",0,"Ramphotyphlops tovelli","no"
"2025","Typhlopidae","Anilios","Anilios troglodytes","STORR",1981,8,2,"Tunnel Cave Blind Snake",0,"Ramphotyphlops troglodytes","no"
"2026","Typhlopidae","Anilios","Anilios unguirostris","PETERS",1867,13,6,"Peters' Blind Snake",0,"Ramphotyphlops unguirostris","no"
"2027","Typhlopidae","Anilios","Anilios waitii","BOULENGER",1895,9,3,"Waite's Blind Snake",0,"Ramphotyphlops waitii","no"
"2028","Typhlopidae","Anilios","Anilios wiedii","PETERS",1867,13,4,"Wied's Blind Snake",0,"Ramphotyphlops wiedii","no"
"2029","Typhlopidae","Ramphotyphlops","Ramphotyphlops willeyi","BOULENGER",1900,7,2,"",0,"","no"
"2030","Typhlopidae","Anilios","Anilios yampiensis","STORR",1981,7,2,"Koolan Island Blind Snake",0,"Ramphotyphlops yampiensis","no"
"2031","Typhlopidae","Anilios","Anilios yirrikalae","KINGHORN",1942,9,5,"Arnhem Land Blind Snake",0,"Ramphotyphlops yirrikalae","no"
"2032","Colubridae","Liodytes","Liodytes alleni","GARMAN",1874,10,2,"Striped Crayfish Snake",0,"Regina alleni","no"
"2033","Colubridae","Regina","Regina grahamii","BAIRD & GIRARD",1853,9,5,"Graham's Crayfish Snake",1,"","no"
"2034","Colubridae","Liodytes","Liodytes rigida","SAY",1825,29,7,"Glossy Crayfish Snake",0,"Regina rigida","no"
"2035","Colubridae","Regina","Regina septemvittata","SAY",1825,11,4,"Queen Snake",0,"","no"
"2036","Colubridae","Rhabdophis","Rhabdophis adleri","ZHAO",1997,4,0,"",0,"","no"
"2037","Colubridae","Rhabdophis","Rhabdophis angeli","BOURRET",1934,8,4,"",0,"","no"
"2038","Colubridae","Rhabdophis","Rhabdophis auriculata","GÜNTHER",1858,13,4,"",0,"","no"
"2039","Colubridae","Rhabdophis","Rhabdophis barbouri","TAYLOR",1922,5,3,"",0,"","no"
"2040","Colubridae","Rhabdophis","Rhabdophis callichroma","BOURRET",1934,7,4,"",0,"","no"
"2041","Colubridae","Rhabdophis","Rhabdophis chrysargoides","GÜNTHER",1858,5,1,"Gunther's Keelback",0,"","no"
"2042","Colubridae","Rhabdophis","Rhabdophis chrysargos","SCHLEGEL",1837,21,12,"Specklebelly Keelback",0,"","no"
"2043","Colubridae","Rhabdophis","Rhabdophis conspicillatus","GÜNTHER",1872,10,4,"",0,"","no"
"2044","Colubridae","Rhabdophis","Rhabdophis himalayanus","GÜNTHER",1864,12,6,"Orange-collared Keelback",0,"","no"
"2045","Colubridae","Rhabdophis","Rhabdophis leonardi","WALL",1923,7,3,"Leonard's Keelback",0,"","no"
"2046","Colubridae","Rhabdophis","Rhabdophis lineatus","PETERS",1861,5,2,"",0,"","no"
"2047","Colubridae","Rhabdophis","Rhabdophis murudensis","SMITH",1925,7,2,"Muruden Keelback",0,"","no"
"2048","Colubridae","Rhabdophis","Rhabdophis nigrocinctus","BLYTH",1856,11,5,"Green Keelback",0,"","no"
"2049","Colubridae","Rhabdophis","Rhabdophis nuchalis","BOULENGER",1891,11,5,"Hubei Keelback",0,"","no"
"2050","Colubridae","Rhabdophis","Rhabdophis spilogaster","BOIE",1827,9,3,"Boie's Keelback",0,"","no"
"2051","Colubridae","Rhabdophis","Rhabdophis subminiatus","SCHLEGEL",1837,21,10,"Redneck Keelback",1,"","no"
"2052","Colubridae","Rhabdophis","Rhabdophis swinhonis","GÜNTHER",1868,6,3,"Taiwan Keelback",0,"","no"
"2053","Colubridae","Rhabdophis","Rhabdophis tigrinus","BOIE",1826,24,8,"Asian Tiger Keelback",0,"","no"
"2054","Colubridae","Rhabdops","Rhabdops bicolor","BLYTH",1854,10,4,"Brown Trapezoid Snake",0,"","no"
"2055","Colubridae","Rhabdops","Rhabdops olivaceus","BEDDOME",1863,7,2,"Olive Trapezoid Snake",0,"","no"
"2056","Colubridae","Rhachidelus","Rhachidelus brazili","BOULENGER",1908,8,1,"Brazilian Bird Snake",0,"","no"
"2057","Colubridae","Rhadinella","Rhadinella anachoreta","SMITH & CAMPBELL",1994,4,1,"Reclusive Montane Brown Snake",0,"","no"
"2058","Colubridae","Rhadinaea","Rhadinaea bogertorum","MYERS",1974,4,0,"Oaxacan Graceful Brown Snake",0,"","no"
"2059","Colubridae","Rhadinaea","Rhadinaea calligaster","COPE",1875,6,1,"Thick Graceful Brown Snake",0,"","no"
"2060","Colubridae","Rhadinaea","Rhadinaea cuneata","MYERS",1974,4,0,"Veracruz Graceful Brown Snake",0,"","no"
"2061","Colubridae","Rhadinaea","Rhadinaea decorata","GÜNTHER",1858,14,6,"Adorned Graceful Brown Snake",0,"","no"
"2062","Colubridae","Rhadinaea","Rhadinaea flavilata","COPE",1871,9,2,"Pine Woods Snake",0,"","no"
"2063","Colubridae","Rhadinaea","Rhadinaea forbesi","SMITH",1942,4,0,"Forbes' Graceful Brown Snake",0,"","no"
"2064","Colubridae","Rhadinaea","Rhadinaea fulvivittis","COPE",1875,6,1,"Ribbon Graceful Brown Snake",0,"","no"
"2065","Colubridae","Rhadinaea","Rhadinaea gaigeae","BAILEY",1937,7,1,"Gaige's Pine Forest Snake",0,"","no"
"2066","Colubridae","Rhadinella","Rhadinella godmani","GÜNTHER",1865,17,7,"Godman's Montane Brown Snake",0,"","no"
"2067","Colubridae","Rhadinella","Rhadinella hannsteini","STUART",1949,8,2,"Hannstein's Spot-lipped Snake",0,"","no"
"2068","Colubridae","Rhadinella","Rhadinella hempsteadae","STUART & BAILEY",1941,4,1,"Hempstead's Montane Brown Snake",0,"","no"
"2069","Colubridae","Rhadinaea","Rhadinaea hesperia","BAILEY",1940,11,0,"Western Graceful Brown Snake",0,"","no"
"2070","Colubridae","Rhadinella","Rhadinella kanalchutchan","MENDELSON & KIZIRIAN",1995,4,1,"Golden-bellied Montane Brown Snake",0,"","no"
"2071","Colubridae","Rhadinella","Rhadinella kinkelini","BOETTGER",1898,8,4,"Kinkelin Montane Brown Snake",0,"","no"
"2072","Colubridae","Rhadinella","Rhadinella lachrymans","COPE",1870,7,2,"Tearful Montane Brown Snake",0,"","no"
"2073","Colubridae","Rhadinaea","Rhadinaea laureata","GÜNTHER",1868,9,2,"Crowned Graceful Brown Snake",0,"","no"
"2074","Colubridae","Rhadinaea","Rhadinaea macdougalli","SMITH & LANGEBARTEL",1949,4,0,"MacDougall's Graceful Brown Snake",0,"","no"
"2075","Colubridae","Rhadinaea","Rhadinaea marcellae","TAYLOR",1949,4,0,"Marcella's Graceful Brown Snake",0,"","no"
"2076","Colubridae","Rhadinaea","Rhadinaea montana","SMITH",1944,4,0,"Nuevo Leon Graceful Brown Snake",0,"","no"
"2077","Colubridae","Rhadinella","Rhadinella montecristi","MERTENS",1952,5,1,"Monte Cristi Montane Brown Snake",0,"","no"
"2078","Colubridae","Rhadinaea","Rhadinaea myersi","ROSSMAN",1965,5,0,"Myers' Graceful Brown Snake",0,"","no"
"2079","Colubridae","Rhadinaea","Rhadinaea omiltemana","GÜNTHER",1894,6,1,"Guerreran Pine Woods Snake",0,"","no"
"2080","Colubridae","Rhadinella","Rhadinella pilonaorum","STUART",1954,6,3,"Stuart's Montane Brown Snake",0,"","no"
"2081","Colubridae","Rhadinella","Rhadinella posadasi","SLEVIN",1936,9,3,"Posada's Montane Brown Snake",0,"","no"
"2082","Colubridae","Rhadinaea","Rhadinaea pulveriventris","BOULENGER",1896,5,0,"Common Graceful Brown Snake",0,"","no"
"2083","Colubridae","Rhadinaea","Rhadinaea quinquelineata","COPE",1886,5,0,"Pueblan Graceful Brown Snake",0,"","no"
"2084","Colubridae","Rhadinella","Rhadinella rogerromani","KÖHLER & MCCRANIE",1999,3,1,"Saslaya Montane Brown Snake",0,"","no"
"2085","Colubridae","Rhadinaea","Rhadinaea sargenti","DUNN & BAILEY",1939,5,1,"Sargent's Graceful Brown Snake",0,"","no"
